Tair,Lin,Sin,wind,p,q,rainfall,snowfall,t_span
1.87978515625002,317.684997558594,0,4.9464818156408,87760.9375,0.00487780741895115,3.84521484375e-05,0.0,2014-10-01 00:00:00
1.58266601562502,289.763885498047,0,4.93411295296965,87733.875,0.00467601307726326,0.0,0.0,2014-10-01 01:00:00
0.882226562500023,240.743896484375,0,5.08099384514478,87700.625,0.00439673159838459,0.0,0.0,2014-10-01 02:00:00
0.427636718750023,236.294998168945,0,5.21676246702024,87674.875,0.00414448445423117,0.0,0.0,2014-10-01 03:00:00
0.135888671875023,235.664443969727,0,5.42456551581721,87658,0.00405235323284715,0.0,0.0,2014-10-01 04:00:00
-0.0105957031249773,236.106674194336,0,5.52162937142154,87634.25,0.00407252708864394,0.0,0.0,2014-10-01 05:00:00
0.0428710937500227,238.543334960938,2.77458333969116,5.39588499693449,87619.8125,0.00411942306324923,0.0,0.0,2014-10-01 06:00:00
0.469384765625023,256.875549316406,55.9401397705078,4.90385515136224,87610.125,0.00440979276394475,0.011696777343750001,0.0644696044921875,2014-10-01 07:00:00
0.816064453125023,313.204437255859,62.0120849609375,4.78411747027705,87602.5625,0.00454291896142607,0.056297607421875,0.09434326171875,2014-10-01 08:00:00
1.25185546875002,317.60888671875,58.0802764892578,4.62654962876956,87604.5625,0.00471603898569695,0.09793212890625,0.04992919921875,2014-10-01 09:00:00
2.23330078125002,321.546661376953,50.6530570983887,4.57716479374461,87591.6875,0.00508559832554202,0.106386108398438,-8.7890625e-05,2014-10-01 10:00:00
3.22231445312502,326.95556640625,44.155834197998,4.8382346517519,87577.375,0.00546266310062744,0.172428588867188,6.2255859375e-05,2014-10-01 11:00:00
4.76357421875002,334.649169921875,47.7634735107422,6.02507552214386,87453.375,0.00608399236049922,0.419753036499023,-5.7220458984375e-06,2014-10-01 12:00:00
5.70131835937502,337.947784423828,35.5267715454102,4.38521681568205,87441.0625,0.00650223806347244,0.481714096069336,5.2642822265625004e-06,2014-10-01 13:00:00
6.11293945312502,341.489440917969,23.9142875671387,5.75343213802896,87412.25,0.00653518215956069,0.427442779541016,-9.613037109375e-06,2014-10-01 14:00:00
6.05629882812502,339.432495117188,26.4570484161377,5.05831751076204,87395.5,0.0065053306583655,0.724780082702637,8.58306884765625e-06,2014-10-01 15:00:00
5.92763671875002,340.793060302734,10.6730556488037,5.3796258449268,87362.8125,0.00649916522013871,0.287292366027832,1.1444091796875e-07,2014-10-01 16:00:00
5.80532226562502,340.263885498047,2.77361106872559,3.91341847983278,87352.375,0.00645812557970898,0.441300659179688,-1.0986328125e-05,2014-10-01 17:00:00
5.99379882812502,340.565551757812,0,4.95373793629852,87337.3125,0.00635287608818602,0.38564620971679703,1.6021728515625e-05,2014-10-01 18:00:00
5.93642578125002,339.535552978516,0,4.16661233368365,87353.125,0.00629851129190234,0.335613327026367,-1.12152099609375e-05,2014-10-01 19:00:00
4.98916015625002,338.508331298828,0,6.03850844539473,87391.125,0.00614565675455035,0.243044128417969,-7.32421875e-06,2014-10-01 20:00:00
4.11220703125002,335.5283203125,0,6.95830578607388,87464.5625,0.00582528658788482,0.121240081787109,5.035400390625e-06,2014-10-01 21:00:00
2.74208984375002,322.818878173828,0,7.04002270395784,87545.625,0.00527241931582231,0.009931640625,-7.32421875e-06,2014-10-01 22:00:00
1.78237304687502,318.035552978516,0,5.49596532143822,87612.375,0.00485916197337279,0.00337371826171875,1.8310546875e-06,2014-10-01 23:00:00
1.03530273437502,301.351104736328,0,5.29107343027817,87678.875,0.00442757494452876,0.00300704956054688,2.288818359375e-06,2014-10-02 00:00:00
-0.234472656249977,227.94221496582,0,3.85980049352944,87701.9375,0.00407580417200537,-0.00017669677734375,1.373291015625e-05,2014-10-02 01:00:00
-0.639990234374977,210.764450073242,0,3.20710966048901,87716.625,0.00388240273726947,5.401611328125e-05,2.74658203125e-06,2014-10-02 02:00:00
-1.05502929687498,213.795562744141,0,3.63661936917698,87744.875,0.00390392572593654,9.3841552734375e-05,1.373291015625e-06,2014-10-02 03:00:00
-0.866796874999977,246.382217407227,0,4.25252590747876,87793.125,0.00394188193300113,-7.278442382812501e-05,1.373291015625e-06,2014-10-02 04:00:00
-1.17709960937498,224.231109619141,-0.0172916669398546,3.87097107514066,87855.0625,0.00382551993903573,-8.5601806640625e-05,-1.1444091796875e-05,2014-10-02 05:00:00
-1.18759765624998,218.382217407227,2.14909720420837,4.22698579866759,87907.1875,0.00382506000815594,2.471923828125e-05,-1.373291015625e-05,2014-10-02 06:00:00
-0.655615234374977,218.937774658203,63.7542343139648,4.49743788234904,87953.25,0.00391790096651013,0.000194091796875,1.64794921875e-05,2014-10-02 07:00:00
0.400537109375023,218.728881835938,170.680999755859,3.80223008057447,87990.625,0.00406387136900211,-0.0002215576171875,-3.662109375e-06,2014-10-02 08:00:00
1.42861328125002,217.675552368164,280.621643066406,1.94305872037254,88027.625,0.00413020292746083,8.422851562500001e-05,0.0,2014-10-02 09:00:00
2.45498046875002,221.306671142578,363.828460693359,1.94607508832534,88052,0.0041461504160994,0.0001483154296875,-2.38037109375e-05,2014-10-02 10:00:00
3.37465820312502,223.924438476562,413.976379394531,1.213740294867,88048.25,0.00398680069469412,-9.1552734375e-05,1.0986328125e-05,2014-10-02 11:00:00
4.04677734375002,226.6552734375,425.512634277344,2.81810570763235,87956.3125,0.00431971466161745,0.0,0.0,2014-10-02 12:00:00
4.47573242187502,228.201385498047,398.021240234375,2.61303085002392,87949.5625,0.00430718377448965,0.0,0.0,2014-10-02 13:00:00
4.66884765625002,229.720550537109,333.744171142578,1.86263402703759,87924.8125,0.00432104573228238,0.0,0.0,2014-10-02 14:00:00
4.93471679687502,231.795272827148,240.154449462891,1.70919607803915,87893.375,0.00433078526990642,0.0,0.0,2014-10-02 15:00:00
4.30825195312502,231.125274658203,130.506942749023,2.96833606770558,87866.1875,0.00473047237926483,0.0,0.0,2014-10-02 16:00:00
2.68764648437502,228.26416015625,30.2777786254883,2.34934007015261,87829.5,0.00475026692687356,0.0,0.0,2014-10-02 17:00:00
1.47524414062502,226.752777099609,0.0219444446265697,3.25521139835074,87799.0625,0.0043238020951002,0.0,0.0,2014-10-02 18:00:00
1.02456054687502,225.783340454102,0,3.7029476563888,87779.9375,0.00417267829136171,0.0,0.0,2014-10-02 19:00:00
0.882470703125023,223.781112670898,0,3.76126506476221,87771.8125,0.00414054256736842,0.0,0.0,2014-10-02 20:00:00
0.574121093750023,222.808609008789,0,4.49169542877538,87741.875,0.00410111904145071,0.0,0.0,2014-10-02 21:00:00
0.316552734375023,221.120834350586,0,4.74688726050715,87716.0625,0.00408309665274528,0.0,0.0,2014-10-02 22:00:00
0.0638671875000227,220.032501220703,0,5.26515533802659,87658.1875,0.00404185931545165,0.0,0.0,2014-10-02 23:00:00
-0.165380859374977,219.339447021484,0,5.09097754608332,87612.4375,0.00395209018408536,0.0,0.0,2014-10-03 00:00:00
-0.350927734374977,217.711669921875,0,4.80650692805453,87603.25,0.00381681277073463,0.0,0.0,2014-10-03 01:00:00
-0.501806640624977,216.626663208008,0,5.15201724169122,87560.25,0.00368931892565781,0.0,0.0,2014-10-03 02:00:00
-0.661474609374977,216.31916809082,0,5.89679733891737,87522.25,0.00357915001935022,0.0,0.0,2014-10-03 03:00:00
-0.750830078124977,217.686111450195,0,6.19287280871776,87482.25,0.00349407069813061,0.0,0.0,2014-10-03 04:00:00
-1.11899414062498,221.151107788086,0,6.25395563884319,87476.25,0.00347437243851061,0.0,0.0,2014-10-03 05:00:00
-1.23251953124998,233.226669311523,1.35472226142883,5.89572215723736,87480.4375,0.00353784185952725,0.0,0.0,2014-10-03 06:00:00
-0.762304687499977,247.328887939453,48.9258346557617,5.97929729971157,87496.125,0.00373905624365311,0.0,0.0,2014-10-03 07:00:00
0.0592285156250227,252.813339233398,131.376113891602,6.07691156297313,87498.9375,0.00417998577917632,0.0,0.0,2014-10-03 08:00:00
1.67910156250002,262.648895263672,217.781387329102,5.66288640115693,87496.5,0.00453344136097545,0.0,0.0,2014-10-03 09:00:00
3.16323242187502,256.191101074219,318.624725341797,4.92447687794591,87462.25,0.00500790119673016,0.0,0.0,2014-10-03 10:00:00
3.61123046875002,272.275543212891,338.309448242188,5.70207525223216,87424.4375,0.00512095582318537,0.0,0.0,2014-10-03 11:00:00
4.46572265625002,319.763885498047,242.743408203125,6.39334705623521,87352.25,0.00566740355708428,0.000322265625,0.0,2014-10-03 12:00:00
5.77626953125002,322.691955566406,202.00944519043,6.87937321923025,87323.4375,0.0058515628341131,0.0,0.0,2014-10-03 13:00:00
6.04311523437502,278.526397705078,238.345977783203,10.6655981836845,87200.8125,0.0058507818204641,0.0,0.0,2014-10-03 14:00:00
5.76088867187502,282.777221679688,140.047088623047,9.9454198426533,87202.4375,0.00599915543400586,0.0,0.0,2014-10-03 15:00:00
5.49990234375002,296.136657714844,75.8138885498047,6.38432511606552,87250.9375,0.00622665096000117,0.000322265625,0.0,2014-10-03 16:00:00
5.81215820312502,338.38720703125,6.34416675567627,6.68743933607845,87224,0.00624173274238442,0.0041876220703125,0.0,2014-10-03 17:00:00
5.76845703125002,315.748901367188,0,7.24125950163335,87201,0.00613628168389378,0.000322265625,0.0,2014-10-03 18:00:00
5.66738281250002,296.636108398438,0,6.26542417989065,87210.0625,0.0061224723609389,0.0,0.0,2014-10-03 19:00:00
5.54677734375002,322.272766113281,0,6.18533172131774,87256.3125,0.00628425341797553,0.0,0.0,2014-10-03 20:00:00
5.46547851562502,326.712768554688,0,6.29610595612709,87290.5625,0.0062008644849766,0.000322265625,0.0,2014-10-03 21:00:00
5.35122070312502,335.462219238281,0,4.96539581219469,87348.75,0.00628501197037997,0.0,0.0,2014-10-03 22:00:00
5.21987304687502,338.239990234375,0,5.81755726827255,87340.75,0.00623840399203433,1.8310546875e-06,0.0,2014-10-03 23:00:00
5.11025390625002,337.968902587891,0,5.7738469140334,87275.875,0.00624415825153473,-0.000164794921875,0.0,2014-10-04 00:00:00
4.96230468750002,337.666656494141,0,5.69341428513209,87244.6875,0.00612811374179885,0.00024536132812500003,0.0,2014-10-04 01:00:00
4.68374023437502,336.128875732422,0,6.03926938430664,87238,0.00599826746236857,-0.0001171875,0.0,2014-10-04 02:00:00
4.42739257812502,334.297790527344,0,6.59476474778457,87204.875,0.00582511777245753,6.2255859375e-05,0.0,2014-10-04 03:00:00
4.24941406250002,332.724456787109,0,6.63960869198708,87168.875,0.00589459168828731,3.662109375e-06,0.0,2014-10-04 04:00:00
4.36953125000002,333.222229003906,-0.0779166668653488,6.30093435940736,87162.5,0.00587170236537095,0.0,0.0,2014-10-04 05:00:00
4.38979492187502,334.755554199219,0.251388877630234,4.86947247409809,87155.0625,0.00596071317475225,0.002548828125,0.0,2014-10-04 06:00:00
4.30190429687502,335.480010986328,6.08125019073486,7.7777347107898,87113.3125,0.00592699674912813,0.01020263671875,0.0,2014-10-04 07:00:00
4.52480468750002,335.888885498047,13.1756944656372,4.59193716989758,87127.625,0.00601919371378583,0.040074462890625,0.0,2014-10-04 08:00:00
5.08583984375002,337.342224121094,14.4647226333618,6.39827986773486,87137.9375,0.00625860825865225,0.131883544921875,0.0,2014-10-04 09:00:00
6.05532226562502,341.168884277344,23.7383327484131,7.56763324299413,87110.9375,0.00668042576435675,0.09035888671875,0.0,2014-10-04 10:00:00
6.96474609375002,344.644439697266,38.681526184082,9.12260747557594,87038.75,0.00705932393977904,0.01166015625,0.0,2014-10-04 11:00:00
4.89248046875002,333.399719238281,0.328888893127441,6.24461497710868,87152.125,0.0059141389241613,9.246826171875001e-05,0.0,2014-10-04 06:00:00
4.82607421875002,334.503601074219,11.2088890075684,6.45311550099054,87144.1875,0.00586063578689563,0.00211624145507812,0.0,2014-10-04 07:00:00
4.85268554687502,333.482208251953,33.1176261901855,6.78465826712799,87125.0625,0.00581843729514845,0.0018896484375,0.0,2014-10-04 08:00:00
5.25527343750002,333.951934814453,54.3275032043457,6.42700048517295,87146.6875,0.00595367392881189,0.0008697509765625,0.0,2014-10-04 09:00:00
5.73940429687502,336.435546875,47.2763786315918,6.80106161734751,87119.5,0.00625102094258643,0.0012652587890625,0.0,2014-10-04 10:00:00
6.46181640625002,339.783599853516,56.1446876525879,8.68458168740582,87099.625,0.00651940993830151,0.0037811279296875,0.0,2014-10-04 11:00:00
7.05434570312502,342.747222900391,77.6935272216797,9.64324352551079,87059.3125,0.00685287838476154,0.0004888916015625,0.0,2014-10-04 12:00:00
7.80361328125002,345.528045654297,84.6517028808594,11.4353962829633,87024.25,0.00696809044840068,0.00133026123046875,0.0,2014-10-04 13:00:00
7.97011718750002,341.648620605469,97.0505218505859,10.8092199360382,86995.625,0.00707661835336711,0.004317626953125,0.0,2014-10-04 14:00:00
7.90200195312502,346.039154052734,61.9670143127441,9.6782236003272,86996.625,0.007431500503005,0.00758331298828125,0.0,2014-10-04 15:00:00
7.29042968750002,341.86279296875,28.411319732666,10.9411398335267,86997.6875,0.00661484603543726,0.0313211059570312,0.0,2014-10-04 16:00:00
6.16958007812502,286.332214355469,19.9272575378418,8.66893077727733,87014.1875,0.00653915008259134,0.00018218994140625,0.0,2014-10-04 17:00:00
5.70766601562502,338.043884277344,0,9.69253642056055,87050.1875,0.00616053252276346,0.00072967529296875,0.0,2014-10-04 18:00:00
5.60170898437502,338.889434814453,0,8.33285578819044,87083,0.00644953587856285,0.0464584350585938,0.0,2014-10-04 19:00:00
5.53164062500002,324.408874511719,0,7.55125312942102,87105.125,0.00645449759432931,0.009705505371093751,0.0,2014-10-04 20:00:00
5.20620117187502,294.548889160156,0,8.52800799421251,87131.1875,0.0062046072908269,0.0009201049804687501,0.0,2014-10-04 21:00:00
5.19716796875002,339.055541992188,0,9.15822040632732,87133,0.0062949041343348,0.00531463623046875,0.0,2014-10-04 22:00:00
5.24721679687502,338.462219238281,0,10.5245646037231,87133.9375,0.00615258268930403,0.00436614990234375,0.0,2014-10-04 23:00:00
5.15029296875002,337.095550537109,0,9.4503649096886,87147.0625,0.00623149394292421,0.026917419433593798,0.0,2014-10-05 00:00:00
5.06899414062502,338.440002441406,0,7.63477090625713,87151.3125,0.00625031494626851,0.0161700439453125,0.0,2014-10-05 01:00:00
4.71791992187502,338.075561523438,0,8.81494191621928,87143.75,0.0060997874491248,0.0497003173828125,0.0,2014-10-05 02:00:00
4.30166015625002,336.502227783203,0,9.76002286987956,87114.75,0.00592683154435506,0.0219927978515625,0.0,2014-10-05 03:00:00
3.83901367187502,333.408874511719,0,9.71115977426719,87087.75,0.0057393459687954,0.0049822998046875,0.0,2014-10-05 04:00:00
3.76967773437502,333.004455566406,0.0110763888806105,10.51766215122,87065.75,0.00571288149821766,0.0069818115234375,0.0,2014-10-05 05:00:00
5.74208984375002,336.266937255859,74.1435928344727,8.51307412381137,87257.875,0.00642291796445611,0.0297207641601562,0.0,2014-10-05 12:00:00
5.99038085937502,340.444152832031,28.7438888549805,8.69206599973121,87297.4375,0.00636045911352563,0.0534613037109375,0.0,2014-10-05 13:00:00
5.58461914062502,337.194458007812,51.564582824707,8.86505996089828,87319.5,0.00643104687818714,0.07318359375,0.0,2014-10-05 14:00:00
4.85292968750002,336.852233886719,16.5223617553711,9.93782592835476,87367,0.00599077444277116,0.0613751220703125,0.0,2014-10-05 15:00:00
4.71596679687502,335.943328857422,10.676215171814,8.26424547319055,87398.875,0.00606871047726838,0.0844061279296875,0.0,2014-10-05 16:00:00
4.26479492187502,334.003051757812,1.34409725666046,7.77599624137065,87466.5,0.00588723535941444,0.040616455078125,0.0,2014-10-05 17:00:00
4.13344726562502,335.916656494141,-0.00836805533617735,9.46499428871959,87501.8125,0.00583148058596459,0.09243896484375,0.0,2014-10-05 18:00:00
3.72890625000002,331.171936035156,0,8.74479099390844,87558.875,0.0056644446609145,0.071748046875,0.0,2014-10-05 19:00:00
3.29702148437502,331.177764892578,0,9.32026824795146,87602.625,0.00548847491140497,0.15212951660156201,0.0,2014-10-05 20:00:00
3.13564453125002,329.612213134766,0,8.51858859490823,87617.0625,0.00542876881322674,0.171294250488281,0.0,2014-10-05 21:00:00
2.98354492187502,328.561096191406,0,9.1795959696701,87671.125,0.0053646648374246,0.136055603027344,0.0,2014-10-05 22:00:00
3.01308593750002,327.468902587891,0,7.32520892473982,87675.75,0.00537650929570276,0.085616455078125,0.0,2014-10-05 23:00:00
2.13247070312502,326.634429931641,0,9.89472330067608,87671.375,0.00504160793025927,0.158882446289062,3.387451171875e-05,2014-10-06 00:00:00
2.04946289062502,322.839996337891,0,8.19357311767935,87675.625,0.00501414778127666,0.101705932617188,0.00017852783203125002,2014-10-06 01:00:00
2.17080078125002,323.821105957031,0,8.14382659174704,87681.1875,0.0050463252116028,0.103580932617188,4.852294921875e-05,2014-10-06 02:00:00
2.14516601562502,323.262786865234,0,7.52446643315955,87627.9375,0.00505909388409138,0.102284545898438,0.00029022216796875,2014-10-06 03:00:00
2.46743164062502,325.513885498047,0,8.39160395286428,87620.375,0.00517721714153135,0.0735452270507812,2.197265625e-05,2014-10-06 04:00:00
1.97402343750002,325.951110839844,0,11.8695852115858,87603.5,0.00499515851665837,0.145003967285156,0.0001043701171875,2014-10-06 05:00:00
1.57656250000002,319.377777099609,0.126736104488373,11.3718595319388,87648.4375,0.00481778688239817,0.0581707763671875,0.00032135009765625,2014-10-06 06:00:00
1.08754882812502,312.235565185547,22.1700000762939,10.1160388705051,87692.3125,0.00466348425806018,0.015516357421875,0.00103179931640625,2014-10-06 07:00:00
1.57729492187502,318.484436035156,49.6232643127441,8.84370719342563,87674.5625,0.00484831492959408,0.0430535888671875,0.0026843261718750002,2014-10-06 08:00:00
2.03212890625002,322.04443359375,72.5199279785156,9.165870710483,87660.25,0.00501717516759993,0.10493408203125,0.003629150390625,2014-10-06 09:00:00
2.39931640625002,323.155548095703,95.2001419067383,10.4912938720993,87650.25,0.00511594939562592,0.0864871215820312,0.0007965087890625,2014-10-06 10:00:00
2.85732421875002,321.031097412109,128.092987060547,10.9003514743197,87617.4375,0.00530987164189776,0.0472055053710938,-1.8310546875e-05,2014-10-06 11:00:00
3.38637695312502,308.536376953125,227.033432006836,12.8117017222627,87567.375,0.00509464758507634,0.006899871826171881,-5.4931640625e-06,2014-10-06 12:00:00
